Date,Y_N,M2_1,M2_2,M1_1,M1_11,cpi,cpi8,vM2_1,vM2_11,vM1_1,vM1_11,inflation,inflation8,vM2_1y2y,vM2_11y2y,vM1_1y2y,vM1_11y2y,M2_1y2y,M2_11y2y,M1_1y2y,M1_11y2y,Y_Ny2y,GBond1t3y,GBond3t5y,GBond5t10y,GBond10y,GBond1t3yy2y,GBond3t5yy2y,GBond5t10yy2y,GBond10yy2y
10/1/2003,1272864,836879.6667,1209864.667,294827,389408,103.03,102.8666667,1.5210,1.0521,4.3173,3.2687,1.7379,1.8818,-0.565900869,0.002939556,-0.000786251,-0.024776897,4.40180723,3.506732683,3.892682251,6.448458981,3.810996496,2.19855914,2.73427957,3.221512545,3.718412186,-4.692518167,-4.08256154,-3.542974149,-2.818208899
1/1/2004,1296200,846379.3333,1224638.667,300464.6667,398468,103.57,103.1333333,1.5315,1.0584,4.3140,3.2530,0.9159,1.2766,-0.852732488,-0.004923963,-0.023138359,-0.041735485,4.584842571,4.206120675,6.149130276,8.209176122,3.693013641,1.834849833,2.383852429,2.945580274,3.565361513,-26.48076423,-18.53938063,-12.27647035,-7.630088823
4/1/2004,1328088,858806.3333,1244193.333,310024.3333,414261,104.73,103.6,1.5464,1.0674,4.2838,3.2059,2.2055,1.7016,2.151952549,0.018194174,-0.018048721,-0.040042487,5.042097663,5.385157909,9.274824587,11.77844055,7.302553761,2.035992832,2.647580645,3.172903226,3.700405018,-14.63034517,-2.262578148,1.72518205,1.640963037
7/1/2004,1351512,870632,1261422,315711,425979,104.93,103.9333333,1.5523,1.0714,4.2809,3.1727,2.0025,1.6629,2.25307317,0.018250538,-0.012705071,-0.04027944,5.036778411,5.478298195,8.785460861,11.91104829,7.403333884,2.148863799,2.670419355,3.104164875,3.580225806,1.862996289,2.099275346,-1.287839327,-2.723666822
10/1/2004,1367092,875185.3333,1272037.333,316924.6667,429105,105.4,104.4666667,1.5621,1.0747,4.3136,3.1859,2.3003,1.5554,2.701957979,0.021533643,-0.000858612,-0.025330436,4.577201262,5.138811669,7.495129912,10.19409788,7.402833296,2.125405018,2.52502509,2.902806452,3.363620072,-3.327366571,-7.65300237,-9.893057648,-9.54149505
1/1/2005,1380292,889276.6667,1291927.333,324235,438657,105.77,104.9333333,1.5522,1.0684,4.2571,3.1466,2.1242,1.7453,1.350782682,0.009412863,-0.013192439,-0.032686372,5.068334214,5.494573093,7.911190889,10.08588735,6.487579077,2.111735791,2.45735023,2.83875576,3.295552995,15.09038794,3.083152334,-3.626603387,-7.567493968
4/1/2005,1399428,901134.6667,1310661,330727.6667,447226,106.73,105.2666667,1.5530,1.0677,4.2314,3.1291,1.9097,1.6088,0.422088133,0.000279112,-0.012245625,-0.023952985,4.92874024,5.342229771,6.677970439,7.957537271,5.371632,2.053318996,2.346648746,2.696602151,3.127111111,0.850993412,-11.36629776,-15.0115223,-15.49273401
7/1/2005,1437052,908418.3333,1327949.667,332550.3333,451294,107.67,105.6333333,1.5819,1.0822,4.3213,3.1843,2.6113,1.6357,1.906365449,0.010023234,0.009450212,0.003647545,4.340103894,5.274021435,5.333781,5.942776567,6.329207584,2.134702509,2.33921147,2.602354839,2.95609319,-0.659012932,-12.4028417,-16.16570176,-17.43277241
10/1/2005,1469516,918971.3333,1349242.667,337464,460923,107.73,106.1666667,1.5991,1.0891,4.3546,3.1882,2.2106,1.6273,2.370457462,0.013412761,0.009497318,0.000717416,5.003054591,6.069423539,6.480825096,7.415046045,7.492107334,2.462340502,2.564064516,2.679827957,2.862333333,15.85276599,1.546100539,-7.681479917,-14.90319143
1/1/2006,1475988,932975,1375404.667,343845.3333,469897,108.27,106.6333333,1.5820,1.0731,4.2926,3.1411,2.3636,1.6201,1.924536788,0.004429476,0.008343759,-0.001762415,4.913918803,6.461457327,6.048185215,7.121818886,6.933025766,2.776217358,2.849001536,2.911812596,2.995391705,31.46613178,15.93795222,2.573551295,-9.108070504
4/1/2006,1490720,947729,1398873.333,354122.3333,478306,109.47,107.2,1.5729,1.0657,4.2096,3.1167,2.5672,1.8366,1.28637924,-0.001938037,-0.005138261,-0.003982297,5.170629325,6.730369892,7.073695074,6.9494268,6.523522468,2.940749104,3.002469534,3.080362007,3.155344086,43.21930051,27.94712203,14.23123751,0.902845275
7/1/2006,1505012,965469.3333,1422198.333,361916.3333,485223,109.53,107.8333333,1.5588,1.0582,4.1585,3.1017,1.7275,2.0827,-1.459471759,-0.022112425,-0.037686267,-0.02594006,6.280256343,7.097307152,8.830542945,7.518153341,4.729126016,2.777587814,2.784028674,2.837329749,2.921899642,30.11592023,19.01569012,9.029318635,-1.156714156
10/1/2006,1514568,989239,1453511,370420.6667,497440,109.2,108.5,1.5310,1.0420,4.0888,3.0447,1.3645,2.1978,-4.255200931,-0.04327703,-0.061040849,-0.045001393,7.646339349,7.727915512,9.765979976,7.922431062,3.065771315,2.633602151,2.60337276,2.645523297,2.72788172,6.955238263,1.533044254,-1.280106785,-4.697273072
1/1/2007,1547204,1008947.333,1492941.333,378363,510481,110.23,109.1666667,1.5335,1.0363,4.0892,3.0309,1.8103,2.3757,-3.068203332,-0.034277157,-0.047381027,-0.035088329,8.143019195,8.545606214,10.03871896,8.636857297,4.824971477,2.865867896,2.843605991,2.888087558,2.96546467,3.22923338,-0.189383728,-0.814785898,-0.999102564
4/1/2007,1576504,1026696.667,1523403.667,387286,521330,111.87,109.7333333,1.5355,1.0349,4.0706,3.0240,2.1924,2.3632,-2.379502446,-0.028903489,-0.033013262,-0.029730481,8.332304558,8.902187951,9.365031105,8.995008774,5.754534721,3.081985663,3.058021505,3.058537634,3.067845878,4.802740871,1.850209326,-0.708500258,-2.773016365
7/1/2007,1582112,1047166,1554562.333,397087,535009,111.87,110.1666667,1.5109,1.0177,3.9843,2.9572,2.1364,2.1638,-3.078480854,-0.038278585,-0.041880286,-0.046594659,8.461860346,9.307000079,9.717899809,10.26042991,5.122882741,2.988670251,2.979896057,2.994899642,3.016724014,7.599487449,7.035393901,5.553457173,3.245298757
10/1/2007,1604828,1063899,1578846.667,399892.3333,541400,111.83,110.1333333,1.5084,1.0165,4.0132,2.9642,2.4084,1.5054,-1.476338065,-0.02452064,-0.018496512,-0.026441891,7.547215587,8.622959624,7.956269539,8.837319635,5.959455105,2.772476703,2.800283154,2.863078853,2.982537634,5.273178864,7.563665,8.223535803,9.335298964
1/1/2008,1637300,1091845.333,1622651,405727.3333,551114,112.2,110.7333333,1.4996,1.0090,4.0355,2.9709,1.7872,1.4351,-2.21143865,-0.026360236,-0.013141068,-0.019790647,8.216286149,8.68819583,7.232296322,7.95974257,5.823149371,2.143652206,2.297382277,2.507408231,2.860133482,-25.20059248,-19.20883962,-13.18101749,-3.551928612
4/1/2008,1677232,1124889.667,1656801,416014.3333,568228,114.5,111.3,1.4910,1.0123,4.0317,2.9517,2.3509,1.4277,-2.897527718,-0.021766095,-0.009575063,-0.023915048,9.56397378,8.756532248,7.417860014,8.995971199,6.389327271,2.080659498,2.235645161,2.454150538,2.86981362,-32.48964383,-26.89243168,-19.76065588,-6.455091485
7/1/2008,1694552,1151802.667,1688741.667,427056.6667,582191,115.7,112.0333333,1.4712,1.0034,3.9680,2.9106,3.4236,1.6944,-2.623282888,-0.014032505,-0.004095169,-0.01573159,9.992366699,8.631325387,7.547380465,8.818849266,7.106955765,2.044605735,2.187387097,2.414562724,2.830580645,-31.58811233,-26.59518806,-19.377508,-6.170381125
10/1/2008,1619084,1184622.667,1720091.667,440802.6667,601015,113.97,112.5666667,1.3668,0.9413,3.6730,2.6939,1.9136,2.2094,-9.393104451,-0.073961057,-0.084749968,-0.091188974,11.34728641,8.946087228,10.230337,11.01132865,0.888319496,1.3249319,1.705623656,2.164985663,2.826114695,-52.21125218,-39.09102894,-24.38260438,-5.244625827
1/1/2009,1557212,1238224.333,1769502.667,453701.6667,630599,113.6,112.8333333,1.2576,0.8800,3.4322,2.4694,1.2478,1.8964,-16.13490028,-0.127845592,-0.149482269,-0.168795017,13.40656918,9.05010792,11.82427936,14.42247616,-4.89146766,0.793993856,1.192987711,1.636336406,2.533951613,-62.96069608,-48.07186756,-34.73992846,-11.40442818
4/1/2009,1548360,1273539,1805143.333,464986.6667,658259,114.57,113.4666667,1.2158,0.8577,3.3299,2.3522,0.0611,1.9467,-18.45891577,-0.152699506,-0.174063616,-0.203098466,13.21457008,8.953539582,11.77178991,15.84415889,-7.683612047,0.741039427,1.374448029,1.85478853,2.678849462,-64.38439701,-38.52119055,-24.42238151,-6.654235535
7/1/2009,1567908,1291902.667,1833086.333,480694.3333,690198,114.7,113.8666667,1.2136,0.8553,3.2618,2.2717,-0.8643,1.6364,-17.50759588,-0.147595026,-0.177980388,-0.219527749,12.1635419,8.547468776,12.55984764,18.55181547,-7.473597741,0.881673835,1.646655914,2.133706093,2.769688172,-56.87805135,-24.72041568,-11.63178028,-2.151236116
10/1/2009,1611856,1305437.333,1858804,497632.3333,721914,114.87,114.4,1.2347,0.8671,3.2390,2.2328,0.7897,1.6287,-9.659837228,-0.078755618,-0.118154543,-0.171186633,10.198578,8.064240762,12.89231463,20.11579294,-0.446425263,0.892530466,1.639232975,2.123229391,2.757878136,-32.63574783,-3.892457798,-1.928708957,-2.414500701
1/1/2010,1643948,1311733.667,1875824,511053.6667,742095,115.43,115.0666667,1.2533,0.8764,3.2168,2.2153,1.6109,1.9793,-0.346167928,-0.004137296,-0.062774275,-0.102914417,5.936673295,6.008543267,12.64090573,17.68102903,5.569954508,0.912930108,1.640261137,2.180871736,2.793375576,14.97949274,37.49187199,33.27771285,10.23792095
4/1/2010,1653080,1322326.333,1894849,524490.3333,761831,116.17,115.4333333,1.2501,0.8724,3.1518,2.1699,1.3965,1.7333,2.824245286,0.017089131,-0.053490582,-0.077512876,3.830847217,4.969448409,12.79685439,15.73417366,6.763285024,1.203551971,1.814752688,2.232928315,2.690594982,62.4140266,32.03501699,20.3872182,0.438453891
7/1/2010,1665404,1341116,1921016.667,535245.6667,780041,116.8,115.6333333,1.2418,0.8669,3.1115,2.1350,1.8309,1.5515,2.320458659,0.013563154,-0.046073596,-0.06015744,3.809368508,4.796846266,11.34844527,13.01703762,6.218221988,0.997996416,1.430336918,1.889480287,2.45097491,13.19338014,-13.13686694,-11.44608469,-11.50718932
10/1/2010,1701756,1353234.667,1944753.333,543150.6667,792492,117.47,116.1666667,1.2575,0.8750,3.1331,2.1473,2.2634,1.5443,1.848342145,0.009113751,-0.032704151,-0.038251217,3.661403892,4.62390512,9.146980669,9.776506261,5.577421308,1.050820789,1.374390681,1.826469534,2.372835125,17.73500498,-16.15647672,-13.9768156,-13.96156725
1/1/2011,1737876,1361893.667,1966014.667,553155,807404,118.43,116.5333333,1.2761,0.8840,3.1418,2.1524,2.5990,1.2746,1.820019163,0.008639668,-0.023324315,-0.028373172,3.823946985,4.808055909,8.238143287,8.800580339,5.713562716,1.172250384,1.623268049,2.082738095,2.54062212,28.40527159,-1.035998914,-4.499743792,-9.048316252
4/1/2011,1759756,1376765.333,1992441.667,560719,822370,120.07,117.2333333,1.2782,0.8832,3.1384,2.1399,3.3571,1.5593,2.243876672,0.012389366,-0.004248891,-0.013833737,4.116911131,5.150419198,6.907404077,7.946469318,6.453166211,1.142946237,1.545430108,1.985659498,2.478229391,-5.035572722,-14.84073187,-11.07374632,-7.892885879
7/1/2011,1785780,1393750.333,2020099.333,571697.3333,838700,120.3,117.8333333,1.2813,0.8840,3.1236,2.1292,2.9966,1.9026,3.178619036,0.01968671,0.003911305,-0.002714914,3.92466672,5.157824416,6.810268431,7.519943388,7.22803596,0.797713262,1.07244086,1.527530466,2.098043011,-20.06852439,-25.02180101,-19.15605171,-14.39965371
10/1/2011,1812840,1426228.667,2061696.333,591562.3333,871288,120.63,118.5666667,1.2711,0.8793,3.0645,2.0806,2.6900,2.0660,1.075555827,0.004851791,-0.021902861,-0.031062671,5.39403858,6.01325618,8.913119257,9.942724998,6.527610304,0.64921147,0.856340502,1.239326165,1.777913978,-38.21863094,-37.69308002,-32.14635439,-25.07216538
1/1/2012,1815020,1444100.667,2089689,603897.6667,890307,121.2,119,1.2569,0.8686,3.0055,2.0386,2.3389,2.1167,-1.506320715,-0.017420439,-0.043365322,-0.052860997,6.036227498,6.290610921,9.173317907,10.26785032,4.438981838,0.75822766,0.915190953,1.215684093,1.740652577,-35.31862555,-43.62046654,-41.63048651,-31.48715177
4/1/2012,1818984,1458985.333,2116455.667,618855.6667,905574,121.97,119.4666667,1.2467,0.8594,2.9393,2.0087,1.5824,1.9050,-2.459400558,-0.026910326,-0.063447075,-0.061315337,5.971969079,6.224222374,10.36823555,10.11759108,3.36569388,0.825204301,0.961462366,1.180964158,1.663519713,-27.80025213,-37.78674552,-40.52534391,-32.87466772
7/1/2012,1830704,1489040.333,2159435,635514.3333,931938,121.77,119.6666667,1.2295,0.8478,2.8807,1.9644,1.2219,1.5559,-4.04475947,-0.040990819,-0.077787526,-0.077407758,6.836949038,6.897466098,11.1627248,11.11696673,2.515651424,0.749197133,0.860286738,1.064333333,1.523978495,-6.081900774,-19.78236094,-30.32326641,-27.36190408
10/1/2012,1844100,1505722,2193234.333,638191,941519,121.77,120,1.2247,0.8408,2.8896,1.9586,0.9450,1.2089,-3.646086624,-0.043764957,-0.057080037,-0.058635917,5.573673787,6.380086042,7.882291356,8.060598432,1.724366188,0.770272401,0.889767025,1.099182796,1.57155914,18.64738033,3.903414965,-11.30802957,-11.60657046
1/1/2013,1876760,1526643,2229539,652483.3333,960757,122.3,120.5,1.2293,0.8418,2.8763,1.9534,0.9076,1.2605,-2.18908956,-0.030843514,-0.042979474,-0.041806122,5.715829598,6.692383412,8.045347639,7.913041199,3.401615409,0.770756528,0.934700461,1.179854071,1.694592934,1.652388683,2.131741781,-2.947313613,-2.646113509
4/1/2013,1886644,1549884.667,2269726.333,671779.6667,985293,122.9,120.8333333,1.2173,0.8312,2.8084,1.9148,0.7625,1.1440,-2.36340526,-0.032843491,-0.044515608,-0.046721903,6.23031166,7.241855763,8.551913289,8.80314909,3.719658886,0.750222222,0.91634767,1.175620072,1.693225806,-9.086486674,-4.692299663,-0.4525189,1.785737371
7/1/2013,1912448,1564269.333,2299971.667,680396.6667,1002568,123.17,121.1666667,1.2226,0.8315,2.8108,1.9076,1.1497,1.2535,-0.55878197,-0.019180357,-0.024258722,-0.028942759,5.05218014,6.508029492,7.06236366,7.578794584,4.465167498,0.83502509,1.164849462,1.583089606,2.041268817,11.45599112,35.40246646,48.74001933,33.94341353
10/1/2013,1933136,1583816.333,2336164,692773.3333,1021550,122.9,121.4666667,1.2206,0.8275,2.7904,1.8924,0.9280,1.2222,-0.340680064,-0.015853733,-0.034310623,-0.033844017,5.186504105,6.516844301,8.552664223,8.500238622,4.828154655,0.772480287,1.108806452,1.567903226,2.099243728,0.286636948,24.61761566,42.64262795,33.57713843
1/1/2014,1963276,1606723,2378980,710754.6667,1045140,124,122.1333333,1.2219,0.8253,2.7622,1.8785,1.3900,1.3555,-0.603956123,-0.01961445,-0.039665963,-0.0383618,5.245496164,6.702775776,8.930700656,8.782970095,4.609859545,0.72297235,1.001682028,1.438490783,2.010430108,-6.199646247,7.166099689,21.92107644,18.6379376
4/1/2014,1988412,1617812.333,2413896.667,719621.6667,1055599,125.63,122.8,1.2291,0.8237,2.7631,1.8837,2.2213,1.6276,0.968907341,-0.009005514,-0.016127005,-0.016254951,4.382756222,6.351881776,7.121680273,7.135612498,5.39412841,0.747075269,1.01055914,1.383960573,1.932885305,-0.4194695,10.28119267,17.7217544,14.15401875
7/1/2014,2013864,1634730,2454925.333,729845,1071444,125.73,123.5333333,1.2319,0.8203,2.7593,1.8796,2.0784,1.9532,0.764139771,-0.013437278,-0.018315253,-0.014662854,4.504382025,6.737198937,7.267574307,6.869960232,5.30294157,0.762709677,0.995476703,1.316082437,1.792290323,-8.660268187,-14.54031318,-16.86620691,-12.19724186
10/1/2014,2014016,1658441.333,2502447,745768.6667,1095183,125.27,124.2333333,1.2144,0.8048,2.7006,1.8390,1.9284,2.2777,-0.504093763,-0.027389516,-0.032195722,-0.02820743,4.711720572,7.117779402,7.649736325,7.207935653,4.18387532,0.72016129,0.938935484,1.224605735,1.679942652,-6.772858455,-15.32016408,-21.89532398,-19.97391107
1/1/2015,1984244,1674218,2548690,756839.3333,1110501,125.33,124.9,1.1852,0.7785,2.6218,1.7868,1.0726,2.2653,-3.006479718,-0.056618198,-0.050861165,-0.048805997,4.200786321,7.133729582,6.483906308,6.253835212,1.068010815,0.406958525,0.499489247,0.784231951,1.318602151,-43.71036109,-50.13494966,-45.48230966,-34.41193774
4/1/2015,1985120,1690111,2590066.667,770918.6667,1129492,126.77,125.5333333,1.1746,0.7664,2.5750,1.7575,0.9074,2.2258,-4.436223694,-0.069560537,-0.068085523,-0.066968157,4.468915533,7.298158303,7.128329006,7.000035999,-0.16555925,0.434512545,0.544107527,0.924935484,1.4779319,-41.83818379,-46.15777489,-33.16749757,-23.53752724
7/1/2015,2000736,1716643.333,2640004,791502,1160495,127.23,126.2,1.1655,0.7579,2.5278,1.7240,1.1930,2.1587,-5.39249059,-0.076167257,-0.083909734,-0.082753969,5.010817281,7.539075187,8.447958128,8.31130957,-0.65188116,0.307978495,0.407308244,0.84027957,1.448939068,-59.62048159,-59.08410084,-36.15296838,-19.1571226
10/1/2015,1991656,1745827.667,2691060.667,809691.6667,1188407,126.93,126.7666667,1.1408,0.7401,2.4598,1.6759,1.3251,2.0392,-6.060086902,-0.080413023,-0.089173043,-0.088676328,5.269184479,7.537169285,8.57142474,8.512248185,-1.110219581,0.390053763,0.510021505,0.881853047,1.491408602,-45.83799925,-45.6808786,-27.98881946,-11.22264798
1/1/2016,2000948,1768179.333,2742135.333,822785.3333,1207453,127.27,127.3333333,1.1316,0.7297,2.4319,1.6572,1.5479,1.9482,-4.51691917,-0.062721064,-0.072406109,-0.072551985,5.612252009,7.589990675,8.713342066,8.730441266,0.841831952,0.324779385,0.377500927,0.679451242,1.311694475,-20.19349288,-24.4226119,-13.36093341,-0.523863486
4/1/2016,2003336,1794134.667,2781892,835124,1225888,128.73,128.2,1.1166,0.7201,2.3988,1.6342,1.5461,2.1243,-4.933562178,-0.060411468,-0.068410409,-0.070178924,6.154842295,7.406192891,8.328418562,8.534458717,0.917627146,0.404555556,0.462706093,0.704713262,1.278114695,-6.894389956,-14.96054174,-23.80946845,-13.52005491
7/1/2016,2038744,1836180.667,2841173,856671.6667,1257889,128.8,128.6333333,1.1103,0.7176,2.3798,1.6208,1.2340,1.9282,-4.734079053,-0.053152983,-0.058521249,-0.05990043,6.963434454,7.620026333,8.233670498,8.392455631,1.89970091,0.376738351,0.414648746,0.598096774,1.101168459,22.32618765,1.802198189,-28.82169273,-24.00174148
10/1/2016,2069864,1878203,2903984.333,883347.3333,1296731,128.7,128.8,1.1020,0.7128,2.3432,1.5962,1.3945,1.6040,-3.397954183,-0.036932557,-0.047388874,-0.047548653,7.582382606,7.912258141,9.096754938,9.11505651,3.926782537,0.438286738,0.556853047,0.820336918,1.319157706,12.36572479,9.182267949,-6.975780066,-11.54954422
1/1/2017,2110016,1906039,2952237.667,902843,1325126,129.7,129.2666667,1.1070,0.7147,2.3371,1.5923,1.9093,1.5183,-2.176212508,-0.020538175,-0.038998087,-0.039133603,7.796701617,7.661997232,9.730079454,9.745555314,5.450816313,0.525188172,0.722246544,1.023963134,1.575833333,61.70612949,91.32311796,50.70443178,20.13722425
4/1/2017,2132820,1934050,3000400.333,925639.3333,1352004,130.43,129.4333333,1.1028,0.7108,2.3042,1.5775,1.3206,0.9620,-1.238483602,-0.012899278,-0.039473009,-0.034676228,7.798485584,7.854666297,10.83855012,10.2877833,6.463419017,0.536577061,0.675802867,0.895734767,1.39616129,32.63371459,46.05445602,27.10627368,9.235993875
7/1/2017,2144764,1957657.667,3046595,944919,1375011,130.57,129.7333333,1.0956,0.7040,2.2698,1.5598,1.3742,0.8551,-1.327648933,-0.018930511,-0.046245418,-0.037605899,6.615743331,7.230182745,10.30118501,9.310998907,5.200260553,0.893189964,1.021078853,1.216598566,1.528103943,137.0849586,146.2515235,103.4116582,38.77113265
10/1/2017,2178432,1976078.333,3085589.667,953640,1384793,131,130.2666667,1.1024,0.7060,2.2843,1.5731,1.7871,1.1387,0.032372745,-0.0094913,-0.025124312,-0.014475926,5.211115802,6.253660919,7.957534258,6.791075201,5.245175528,0.982956989,1.086197133,1.229784946,1.474301075,124.272583,95.05992456,49.91217875,11.76079012
1/1/2018,2195864,1998358,3130422.333,964377.3333,1401858,132.37,131,1.0988,0.7015,2.2770,1.5664,2.0586,1.3409,-0.739106681,-0.018550238,-0.025717434,-0.016277199,4.843500054,6.035580017,6.815618367,5.790568847,4.068594741,1.233164363,1.377457757,1.506344086,1.645360983,134.8042908,90.7184976,47.10921092,4.412119499
4/1/2018,2217196,2013462.667,3159876.333,973271.3333,1406719,133.43,131.2,1.1012,0.7017,2.2781,1.5761,2.3001,1.3649,-0.144038468,-0.012904889,-0.011315443,-0.000873192,4.106029661,5.315157388,5.145848743,4.04692983,3.956076931,1.320164875,1.461075269,1.562379928,1.644415771,146.0345346,116.1984418,74.42439278,17.78121783
7/1/2018,2240456,2040503,3197715,982563.6667,1414809,134.07,131.8,1.0980,0.7006,2.2802,1.5836,2.6806,1.5930,0.220466473,-0.004750705,0.004594483,0.015231441,4.231860082,4.960291736,3.983904088,2.894426031,4.461656387,1.381491039,1.457057348,1.517046595,1.554670251,54.66934189,42.69782822,24.69574081,1.738514476
10/1/2018,2222728,2074744,3241552,996349,1434685,133.67,132.3666667,1.0713,0.6857,2.2309,1.5493,2.0382,1.6121,-2.818868457,-0.028757918,-0.023403233,-0.015148801,4.99300382,5.054539008,4.478524391,3.602848078,2.033389153,1.499336918,1.555473118,1.597315412,1.659670251,52.53331875,43.20357434,29.88575093,12.57335959
1/1/2019,2253576,2109629.333,3287447,1004794,1451456,134.5,132.9666667,1.0682,0.6855,2.2428,1.5526,1.6091,1.5013,-2.784859515,-0.022738154,-0.014998864,-0.008787151,5.568138108,5.016085689,4.190959832,3.538017988,2.628213769,1.230499232,1.237603687,1.272288786,1.434800307,-0.216121277,-10.15305696,-15.53797049,-12.79723283
4/1/2019,2298972,2147072,3334197,1014823.333,1467704,136.3,133.6333333,1.0707,0.6895,2.2654,1.5664,2.1509,1.8547,-2.764115627,-0.017328354,-0.005572598,-0.006201419,6.635798892,5.516692689,4.269313045,4.335288948,3.688262111,1.102473118,1.058716846,1.101917563,1.283480287,-16.48974007,-27.53851438,-29.47185619,-21.94916215
